,SAMPLE_ID,식품코드,식품명,식품대분류,식품상세분류
7184,D018425-ZZ-AVG,D018425,오징어젓,젓갈류,젓갈류
7185,D018426-ZZ-AVG,D018426,갈치조림,조림류,어패류조림
7186,D018427-ZZ-AVG,D018427,감자조림,조림류,채소류조림
7187,D018428-ZZ-AVG,D018428,건갈치조림,조림류,어패류조림
7188,D018429-ZZ-AVG,D018429,고등어조림,조림류,어패류조림
7189,D018430-ZZ-AVG,D018430,꽁치조림,조림류,어패류조림
7190,D018431-ZZ-AVG,D018431,달걀장조림,조림류,기타 조림류
7191,D018432-ZZ-AVG,D018432,닭고추장조림,조림류,육류조림
7192,D018433-ZZ-AVG,D018433,닭조림,조림류,육류조림
7193,D018434-ZZ-AVG,D018434,돼지고기 메추리알 장조림,조림류,육류조림
7194,D018435-ZZ-AVG,D018435,돼지고기장조림,조림류,육류조림
7195,D018436-ZZ-AVG,D018436,두부조림,조림류,기타 조림류
7196,D018437-ZZ-AVG,D018437,땅콩조림,조림류,기타 조림류
7197,D018438-ZZ-AVG,D018438,마늘쫑조림,조림류,채소류조림
7198,D018439-ZZ-AVG,D018439,메추리알 장조림,조림류,기타 조림류
7199,D018440-ZZ-AVG,D018440,멸치조림,조림류,어패류조림
7200,D018441-ZZ-AVG,D018441,무조림,조림류,채소류조림
7201,D018442-ZZ-AVG,D018442,미트볼조림,조림류,육류조림
7202,D018443-ZZ-AVG,D018443,버섯조림,조림류,채소류조림
7203,D018444-ZZ-AVG,D018444,병어조림,조림류,어패류조림
7204,D018445-ZZ-AVG,D018445,삼치조림,조림류,어패류조림
7205,D018446-ZZ-AVG,D018446,쇠고기 메추리알 장조림,조림류,육류조림
7206,D018447-ZZ-AVG,D018447,쇠고기장조림,조림류,육류조림
7207,D018448-ZZ-AVG,D018448,양미리조림,조림류,어패류조림
7208,D018449-ZZ-AVG,D018449,어묵조림,조림류,어패류조림
7209,D018450-ZZ-AVG,D018450,연근조림,조림류,채소류조림
7210,D018451-ZZ-AVG,D018451,오징어조림,조림류,어패류조림
7211,D018452-ZZ-AVG,D018452,오징어채조림,조림류,어패류조림
7212,D018453-ZZ-AVG,D018453,우엉조림,조림류,채소류조림
7213,D018454-ZZ-AVG,D018454,쥐포조림,조림류,어패류조림
7214,D018455-ZZ-AVG,D018455,코다리조림,조림류,어패류조림
7215,D018456-ZZ-AVG,D018456,콩조림,조림류,기타 조림류
7216,D018457-ZZ-AVG,D018457,닭죽,죽 및 스프류,죽류
7217,D018458-ZZ-AVG,D018458,쇠고기죽,죽 및 스프류,죽류
7218,D018459-ZZ-AVG,D018459,양송이스프,죽 및 스프류,스프류
7219,D018460-ZZ-AVG,D018460,오리고기죽,죽 및 스프류,죽류
7220,D018461-ZZ-AVG,D018461,전복죽,죽 및 스프류,죽류
7221,D018462-ZZ-AVG,D018462,채소죽,죽 및 스프류,죽류
7222,D018463-ZZ-AVG,D018463,팥죽,죽 및 스프류,죽류
7223,D018464-ZZ-AVG,D018464,호박죽,죽 및 스프류,죽류
7224,D018465-ZZ-AVG,D018465,흑임자죽,죽 및 스프류,죽류
7225,D018466-ZZ-AVG,D018466,갈치찌개,찌개 및 전골류,어패류찌개.전골
7226,D018467-ZZ-AVG,D018467,감자탕,찌개 및 전골류,육류찌개.전골
7227,D018468-ZZ-AVG,D018468,김치전골,찌개 및 전골류,채소류찌개.전골
7228,D018469-ZZ-AVG,D018469,꽁치김치찌개,찌개 및 전골류,어패류찌개.전골
7229,D018470-ZZ-AVG,D018470,꽃게탕,찌개 및 전골류,어패류찌개.전골
7230,D018471-ZZ-AVG,D018471,낙지전골,찌개 및 전골류,어패류찌개.전골
7231,D018472-ZZ-AVG,D018472,내장탕,찌개 및 전골류,육류찌개.전골
7232,D018473-ZZ-AVG,D018473,냉이된장찌개,찌개 및 전골류,채소류찌개.전골
7233,D018474-ZZ-AVG,D018474,달래된장찌개,찌개 및 전골류,채소류찌개.전골
7234,D018475-ZZ-AVG,D018475,닭볶음탕,찌개 및 전골류,육류찌개.전골
7235,D018476-ZZ-AVG,D018476,대구 매운탕,찌개 및 전골류,어패류찌개.전골
7236,D018477-ZZ-AVG,D018477,동태찌개,찌개 및 전골류,어패류찌개.전골
7237,D018478-ZZ-AVG,D018478,돼지고기김치찌개,찌개 및 전골류,육류찌개.전골
7238,D018479-ZZ-AVG,D018479,돼지고기찌개,찌개 및 전골류,육류찌개.전골
7239,D018480-ZZ-AVG,D018480,된장찌개,찌개 및 전골류,채소류찌개.전골
7240,D018481-ZZ-AVG,D018481,두부고추장찌개,찌개 및 전골류,채소류찌개.전골
7241,D018482-ZZ-AVG,D018482,두부된장찌개,찌개 및 전골류,채소류찌개.전골
7242,D018483-ZZ-AVG,D018483,두부쇠고기고추장찌개,찌개 및 전골류,육류찌개.전골
7243,D018484-ZZ-AVG,D018484,두부애호박된장찌개,찌개 및 전골류,채소류찌개.전골
7244,D018485-ZZ-AVG,D018485,버섯샤브샤브,찌개 및 전골류,채소류찌개.전골
7245,D018486-ZZ-AVG,D018486,버섯전골,찌개 및 전골류,채소류찌개.전골
7247,D018488-ZZ-AVG,D018488,쇠고기 샤브샤브,찌개 및 전골류,육류찌개.전골
7248,D018489-ZZ-AVG,D018489,쇠고기된장찌개,찌개 및 전골류,육류찌개.전골
7249,D018490-ZZ-AVG,D018490,쇠고기전골,찌개 및 전골류,육류찌개.전골
7250,D018491-ZZ-AVG,D018491,순두부김치찌개,찌개 및 전골류,채소류찌개.전골
7251,D018492-ZZ-AVG,D018492,순두부찌개,찌개 및 전골류,채소류찌개.전골
7252,D018493-ZZ-AVG,D018493,알탕,찌개 및 전골류,어패류찌개.전골
7253,D018494-ZZ-AVG,D018494,어묵김치찌개,찌개 및 전골류,어패류찌개.전골
7254,D018495-ZZ-AVG,D018495,오리백숙,찌개 및 전골류,육류찌개.전골
7255,D018496-ZZ-AVG,D018496,오리탕,찌개 및 전골류,육류찌개.전골
7256,D018497-ZZ-AVG,D018497,오징어찌개,찌개 및 전골류,어패류찌개.전골
7257,D018498-ZZ-AVG,D018498,장어탕,찌개 및 전골류,어패류찌개.전골
7258,D018499-ZZ-AVG,D018499,조개된장찌개,찌개 및 전골류,어패류찌개.전골
7259,D018500-ZZ-AVG,D018500,참치김치찌개,찌개 및 전골류,어패류찌개.전골
7260,D018501-ZZ-AVG,D018501,청국장찌개,찌개 및 전골류,채소류찌개.전골
7262,D018503-ZZ-AVG,D018503,콩나물된장찌개,찌개 및 전골류,채소류찌개.전골
7263,D018504-ZZ-AVG,D018504,콩비지찌개,찌개 및 전골류,채소류찌개.전골
7264,D018505-ZZ-AVG,D018505,해물매운탕,찌개 및 전골류,어패류찌개.전골
7265,D018506-ZZ-AVG,D018506,햄 김치찌개,찌개 및 전골류,육류찌개.전골
7266,D018507-ZZ-AVG,D018507,호박고추장찌개,찌개 및 전골류,채소류찌개.전골
7267,D018508-ZZ-AVG,D018508,가오리찜,찜류,어패류찜
7268,D018509-ZZ-AVG,D018509,깻잎찜,찜류,채소류찜
7269,D018510-ZZ-AVG,D018510,꼬막찜,찜류,어패류찜
7270,D018511-ZZ-AVG,D018511,꽈리고추찜,찜류,채소류찜
7271,D018512-ZZ-AVG,D018512,달걀찜(우유),찜류,기타 찜류
7272,D018513-ZZ-AVG,D018513,달걀찜(새우젓),찜류,기타 찜류
7273,D018514-ZZ-AVG,D018514,닭찜,찜류,육류찜
7274,D018515-ZZ-AVG,D018515,돼지갈비찜,찜류,육류찜
7275,D018516-ZZ-AVG,D018516,돼지고기 수육,찜류,육류찜
7276,D018517-ZZ-AVG,D018517,쇠갈비찜,찜류,육류찜
7277,D018518-ZZ-AVG,D018518,쇠고기사태찜,찜류,육류찜
7278,D018519-ZZ-AVG,D018519,쇠고기수육,찜류,육류찜
7280,D018521-ZZ-AVG,D018521,아귀찜,찜류,어패류찜
7281,D018522-ZZ-AVG,D018522,애호박찜,찜류,채소류찜
7282,D018523-ZZ-AVG,D018523,족발,찜류,육류찜
7283,D018524-ZZ-AVG,D018524,코다리찜,찜류,어패류찜
7284,D018525-ZZ-AVG,D018525,풋고추찜,찜류,채소류찜
7285,D018526-ZZ-AVG,D018526,해물콩나물찜,찜류,어패류찜
7286,D018527-ZZ-AVG,D018527,간장양념닭다리튀김,튀김류,육류튀김
7287,D018528-ZZ-AVG,D018528,간장양념치킨,튀김류,치킨류
7288,D018529-ZZ-AVG,D018529,감자튀김,튀김류,채소류튀김
7289,D018530-ZZ-AVG,D018530,고등어튀김,튀김류,어패류튀김
7290,D018531-ZZ-AVG,D018531,김말이튀김,튀김류,기타 튀김류
7291,D018532-ZZ-AVG,D018532,김튀김,튀김류,기타 튀김류
7292,D018533-ZZ-AVG,D018533,깐풍기,튀김류,육류튀김
7293,D018534-ZZ-AVG,D018534,다시마튀각,튀김류,어패류튀김
7294,D018535-ZZ-AVG,D018535,닭강정,튀김류,육류튀김
7295,D018536-ZZ-AVG,D018536,닭날개튀김,튀김류,육류튀김
7296,D018537-ZZ-AVG,D018537,등심돈까스,튀김류,육류튀김
7297,D018538-ZZ-AVG,D018538,떡강정,튀김류,기타 튀김류
7298,D018539-ZZ-AVG,D018539,미역튀각,튀김류,어패류튀김
7299,D018540-ZZ-AVG,D018540,새우탕수육,튀김류,어패류튀김
7300,D018541-ZZ-AVG,D018541,새우튀김,튀김류,어패류튀김
7301,D018542-ZZ-AVG,D018542,소시지튀김,튀김류,육류튀김
7302,D018543-ZZ-AVG,D018543,오징어튀김,튀김류,어패류튀김
7303,D018544-ZZ-AVG,D018544,채소튀김,튀김류,채소류튀김
7304,D018545-ZZ-AVG,D018545,치킨너겟,튀김류,치킨류
7305,D018546-ZZ-AVG,D018546,탕수육,튀김류,육류튀김
7306,D018547-ZZ-AVG,D018547,후라이드치킨,튀김류,치킨류
