Menu,Category,괄호
뚝배기해산물파스타,양식,['(ttukbaegi haesanmul pasta)']
등심두부스테이크,양식,['(deungsim dubu steak)']
디럭스소시지,양식,['(deluxe sausage)']
디아볼라피자,양식,['(diavola pizza)']
돈목심스테이크,양식,['(don moksim steak)']
돈스파,양식,['(don spa)']
돌판버섯피자,양식,['(dolpan beoseot pizza)']
더블치즈버거,양식,['(double cheeseburger)']
닭가슴살그라탕,양식,['(dak gaseumsal gratin)']
닭가슴살라이스그라탕,양식,['(dak gaseumsal rice gratin)']
닭가슴살스파게티,양식,['(dak gaseumsal spaghetti)']
닭고기햄버거,양식,['(dakgogi hamburger)']
닭다리살스테이크,양식,['(dakdarisal steak)']
닭다리살페루치니미트칠리파스타,양식,['(dakdarisal fettuccine meat chilli pasta)']
대게살스프,양식,['(daege sal soup)']
단호박리조또,양식,['(danhobak risotto)']
단호박빠네파스타,양식,['(danhobak pane pasta)']
렐리쉬덕,양식,['(relish dog)']
루벤덕,양식,['(Reuben dog)']
리코타치즈샐러드,양식,['(ricotta cheese salad)']
리조또,양식,['(risotto)']
로스트치킨리조또,양식,['(roast chicken risotto)']
로제해물스파게티,양식,['(rose haemul spaghetti)']
라자냐,양식,['(lasagna)']
립스테이크,양식,['(rib steak)']
립아이스테이크,양식,['(rib eye steak)']
레리쉬핫도그,양식,['(relish hot dog)']
랍스타버터구이,양식,['(lobster butter gui)']
롱핫도그,양식,['(long hot dog)']
로제스파게티,양식,['(rose spaghetti)']
리코타치즈타파스,양식,['(ricotta cheese tapas)']
롱소시지,양식,['(long sausage)']
레몬 소스 대하 구이,양식,['()']
로제소스 홍합 스파게티,양식,['(rose sauce honghap spaghetti)']
루비롤,양식,['(ruby roll)']
리소술뽈로,양식,['(riso sul pollo)']
리조또마레,양식,['(risotto mare)']
리코샐러드,양식,['(rico salad)']
리코타치즈팬케이크,양식,['(ricotta cheese pancake)']
링귀니살몬,양식,['(linguini salmon)']
모짜렐라토마토파니니,양식,['(mozzarella tomato panini)']
마카로니샐러드,양식,['(macaroni salad)']
멕시칸샐러드,양식,['(Mexican salad)']
모둠샐러드,양식,['(modum salad)']
미트스파게티,양식,['(meat spaghetti)']
마르게리타피자,양식,['(margherita pizza)']
멕시칸포테이토또띠아피자,양식,['(Mexican potato tortilla pizza)']
미트볼카레라이스,양식,['(meatball curry rice)']
미트볼하이라이스,양식,['(meatball hai rice)']
모둠샌드위치,양식,['(modum sandwich)']
말고기샌드위치,양식,['(malgogi sandwich)']
멜티드치즈포테이토,양식,['(melted cheese potato)']
멕시칸롤,양식,['(Mexican roll)']
미트볼안주,양식,['(meatball anju)']
모듬 치즈&햄 플레이트,양식,['()']
마르게리타 화덕 피자,양식,['()']
마늘향 오일 스파게티,양식,['(maneul hyang oil spaghetti)']
미트소스 리조또,양식,['(meat sauce risotto)']
매콤꽃게크림파스타,양식,['(maekom kkotge cream pasta)']
매콤쉬림프로제파스타,양식,['(maekom shrimp rose pasta)']
명란크림우동,양식,['(myeongnan cream udon)']
매콤꽃게크림리조또,양식,['(maekom kkotge cream risotto)']
매콤쉬림프로제리조또,양식,['(maekom shrimp rose risotto)']
마레리조또,양식,['(mare risotto)']
마레크레마,양식,['(mare crema)']
맛살말이골드,양식,['(matsal mari gold)']
물회파스타,양식,['(mulhoe pasta)']
미트소스스파게티,양식,['(meat sauce spaghetti)']
미트소스오븐파스타,양식,['(meat sauce oven pasta)']
미트소스파스타,양식,['(meat sauce pasta)']
문어샐러드,양식,['(muneo salad)']
모듬치즈피자,양식,['(modeum cheese pizza)']
모짜렐라스파게티,양식,['(mozzarella spaghetti)']
모짜렐라치즈버거,양식,['(mozzarella cheeseburger)']
모짜렐라치즈포크커틀릿,양식,['(mozzarella cheese pork cutlet)']
모짜렐라치즈퐁듀,양식,['(mozzarella cheese fondue)']
목살스테이크,양식,['(moksal steak)']
목살파스타,양식,['(moksal pasta)']
모둠버섯샐러드,양식,['(modum beoseot salad)']
모둠소세지,양식,['(modum sausage)']
멕시칸윙,양식,['(Mexican wing)']
매콤베이컨스파게티,양식,['(maekom bacon spaghetti)']
매콤연어스테이크볶음밥,양식,['(maecom yeoneo steak bokkeumbap)']
먹물리조또,양식,['(meongmul risotto)']
매운까르보나라,양식,['(maeun carbonara)']
바비큐덕,양식,['(barbecue dog)']
불고기덕,양식,['(bulgogi dog)']
브로콜리치즈수프,양식,['(broccoli cheese soup)']
버섯스파게티,양식,['(beoseot spaghetti)']
버섯오일스파게티,양식,['(beoseot oil spaghetti)']
볼로네제스파게티,양식,['(spaghetti Bolognese)']
봉골레스파게티,양식,['(vongole spaghetti)']
브로컬리와계절야채크림스파게티,양식,['(broccoli wa gyejeol yachae cream spaghetti)']
불오징어파스타,양식,['(bul ojingeo pasta)']
바닷가재그라탕,양식,['(badatgajae gratin)']
버섯피자,양식,['(beoseot pizza)']
베이컨나쵸또띠아피자,양식,['(bacon nacho tortilla pizza)']
불고기피자,양식,['(bulgogi pizza)']
불고기양념스테이크,양식,['(bulgogi yangnyeom steak)']
비프스튜,양식,['(beef stew)']
불갈비버거,양식,['(bulgalbi burger)']
불고기버거,양식,['(bulgogi burger)']
불고기햄버거,양식,['(bulgogi hamburger)']
버섯샌드위치,양식,['(beoseot sandwich)']
불고기샌드위치,양식,['(bulgogi sandwich)']
바비큐핫도그,양식,['(barbecue hot dog)']
버팔로윙스틱,양식,['(Buffalo wing sticks)']
바베큐폭립&감자튀김,양식,['(barbecue pork rib & gamja twigim)']
"베이컨,버섯,포테이토떠먹는피자",양식,"['(bacon, beoseot, potato tteomeongneun pizza)']"
불고기떠먹는피자,양식,['(bulgogi tteomeongneun pizza)']
불고기피자(대)),양식,['(bulgogi pizza (dae)']
불고기피자(소)),양식,['(bulgogi pizza (so)']
베이컨또띠아피자,양식,['(bacon tortilla pizza)']
불갈비치즈도리아,양식,['(bulgalbi cheese doria)']
불고기또띠아피자,양식,['(bulgogi tortilla pizza)']
빠네파스타,양식,['(pane pasta)']
버섯파스타,양식,['(beoseot pasta)']
브리치즈타파스,양식,['(Brie cheese tapas)']
볼로네제 화덕 파스타,양식,['()']
바비큐폭립,양식,['(barbecue pork rib)']
버팔로 윙 콤보,양식,['(buffalo wing combo)']
발효소스샐러드,양식,['(balhyo sauce salad)']
불고기크림파스타,양식,['(bulgogi cream pasta)']
불고기크림리조또,양식,['(bulgogi cream risotto)']
뽀모도로스파게티,양식,['(pomodoro spaghetti)']
비비큐폭립,양식,['(BBQ pork rib)']
비프스테이크,양식,['(beef steak)']
빠네까르보나라,양식,['(pane carbonara)']
빠따떼피자,양식,['(patate pizza)']
뻬쉐,양식,['(pesce)']
불고기버거세트,양식,['(bulgogi burger set)']
불고기샐러드피자,양식,['(bulgogi salad pizza)']
불고기소시지,양식,['(bulgogi sausage)']
불고기화덕피자,양식,['(bulgogi hwadeok pizza)']
볼로네제그라탕,양식,['(Bolognese gratin)']
볼로네제라이스그라탕,양식,['(Bolognese rice gratin)']
봉골레비앙코,양식,['(vongole bianco)']
버섯샐러드,양식,['(beoseot salad)']
버섯쉬림프샐러드,양식,['(beoseot shrimp salad)']
버섯크림파스타,양식,['(beoseot cream pasta)']
베이글,양식,['(bagel)']
베이컨구이,양식,['(bacon gui)']
베이컨까르보나라,양식,['(bacon carbonara)']
베이컨더블치즈버거,양식,['(bacon double cheeseburger)']
베이컨바베큐버거,양식,['(bacon barbecue burger)']
베이컨버거,양식,['(bacon burger)']
베이컨치즈머핀,양식,['(bacon cheese muffin)']
베이컨치즈베이글,양식,['(bacon cheese bagel)']
베이컨포테이토피자,양식,['(bacon potato pizza)']
베이컨풋고추덮밥,양식,['(bacon putgochu deopbap)']
벨기에와플,양식,['(Belgium waffle)']
바베큐에그버거,양식,['(barbecue egg burger)']
바베큐치킨피자,양식,['(barbecue chicken pizza)']
바베큐핫도그,양식,['(barbecue hot dog)']
바비큐폭립(프랑스산)&오븐스파게티&음료2잔,양식,['(barbecue pork rib & oven spaghetti & eumnyo du jan)']
바비큐폭립(프랑스산)&음료2잔,양식,['(barbecue pork rib & eumnyo du jan)']
바슈타인너라들러,양식,['(Warsteiner Radler)']
바슈타인너필스,양식,['(Warsteiner Pils)']
바질어니언피자,양식,['(basil onion pizza)']
발채해물스프,양식,['(balchae haemul soup)']
수제스테이크,양식,['(suje steak)']
쇠고기샐러드,양식,['(soegogi salad)']
소고기스테이크,양식,['(sogogi steak)']
새싹샐러드,양식,['(saessak salad)']
새우바게트샐러드,양식,['(saeu baguette salad)']
새우볼,양식,['(saeu ball)']
샌드위치새우,양식,['(sandwich saeu)']
씨푸드리조또,양식,['(seafood risotto)']
쉬림프갈릭올리오,양식,['(shrimp garlic olio)']
쉬림프갈릭피자,양식,['(shrimp garlic pizza)']
쉬림프날치알크림스파게티,양식,['(shrimp nalchial cream spaghetti)']
쉬림프베이컨피자,양식,['(shrimp bacon pizza)']
쉬림프체다치즈크림그라탕,양식,['(shrimp cheddar cheese cream gratin)']
쉬림프프리타타,양식,['(shrimp frittata)']
슈퍼슈프림조각피자,양식,['(super supreme jogak pizza)']
슈퍼슈프림커피세트,양식,['(super supreme coffee set)']
슈퍼슈프림콜라세트,양식,['(super supreme cola set)']
스노우치즈불닭,양식,['(snow cheese buldak)']
스노윙치킨,양식,['(snowing chicken)']
스모크햄감자볶음,양식,['(smoke ham gamja bokkeum)']
스모크연어스테이크,양식,['(smoke yeoneo steak)']
스위트칠리크리스피베이크,양식,['(sweet chili crispy bake)']
스위트콘계란스프,양식,['(sweet corn gyeran soup)']
스위트파인버거,양식,['(sweet pine burger)']
스테이크피자,양식,['(steak pizza)']
스파이시윙,양식,['(spicy wing)']
스파이시크림해물스파게티,양식,['(spicy cream haemul spaghetti)']
스파이시튜너롤,양식,['(spicy tuna roll)']
스페셜그릴비프스테이크,양식,['(special grill beef steak)']
스페셜그릴안심스테이크,양식,['(special grill ansim steak)']
수제버거,양식,['(suje burger)']
스위트덕,양식,['(sweet dog)']
슬러우덕,양식,['(slaw dog)']
샐러리쇠고기볶음,양식,['(celery soegogi bokkeum)']
샐러드,양식,['(salad)']
새우레몬마요샐러드,양식,['(saeu lemon mayo salad)']
시저샐러드,양식,['(Caesar salad)']
스파게티,양식,['(spaghetti)']
새우크림스파게티,양식,['(saeu cream spaghetti)']
석화그라탕,양식,['(seokhwa gratin)']
쇠고기를 넣은 마리나라 피자,양식,['(soegogi reul neoeun marinara pizza)']
쉬림푸스피자,양식,['(Shrimpus pizza)']
슈퍼슈프림피자,양식,['(super supreme pizza)']
스테이크,양식,['(steak)']
송아지꽃등심스테이크,양식,['(songaji kkotdeungsim steak)']
송아지안심스테이크,양식,['(songaji ansim steak)']
수제떡갈비스테이크,양식,['(suje tteokgalbi steak)']
소고기스튜,양식,['(sogogi stew)']
새우버거,양식,['(saeu burger)']
사과샌드위치,양식,['(sagwa sandwich)']
새우샌드위치,양식,['(saeu sandwich)']
샌드위치,양식,['(sandwich)']
소불고기핫도그,양식,['(so bulgogi hot dog)']
소시지크레페,양식,['(sausage crepe)']
새우브로컬리크림소스,양식,['(saeu broccoli cream sauce)']
소프트크랩과칠리소스,양식,['(soft crab gwa chili sauce)']
샐러드치킨,양식,['(salad chicken)']
"새우,고구마떠먹는피자",양식,"['(saeu, goguma tteomeongneun pizza)']"
새우토마토살사타파스,양식,['(saeu tomato salsa tapas)']
소프트 크랩 튀김,양식,['()']
슬라이스치즈,양식,['(slice cheese)']
새콤한 토마토 스파게티,양식,['(saekomhan tomato spaghetti)']
소스테이크,양식,['(so steak)']
수제함박스테이크,양식,['(suje Hamburg steak)']
스테이크토스트,양식,['(steak toast)']
스파이시치킨브리또,양식,['(spicy chicken burrito)']
샐러드 파스타,양식,['(salad pasta)']
소고기찹스테이크,양식,['(sogogi chop steak)']
왕새우소등심스테이크,양식,['(wang saeu sodeungsim steak)']
왕새우스파게티,양식,['(wang saeu spaghetti)']
올리오피칸테,양식,['(olio piccante)']
와인버거,양식,['(wine burger)']
와인숙성훈제바베큐구이,양식,['(wine sukseong hunje barbecue gui)']
오븐그라탕,양식,['(oven gratin)']
오븐치킨그라탕,양식,['(oven chicken gratin)']
오일소스스파게티,양식,['(oil sauce spagetti)']
오일파스타,양식,['(oil pasta)']
어니언링,양식,['(onion ring)']
야채스프,양식,['(yachae soup)']
아라비아타스파게티,양식,['(arrabbiata spaghetti)']
아메리칸돈가스덮밥,양식,['(American dongaseu deopbap)']
아보카도샐러드,양식,['(avocado salad)']
알등심스테이크,양식,['(al deungsim steak)']
알리오올리오,양식,['(allio ollio)']
영양핫도그,양식,['(yeongyang hot dog)']
우리밀핫도그,양식,['(urimil hot dog)']
어니언덕,양식,['(onion dog)']
야채수프,양식,['(yachae soup)']
양송이크림수프,양식,['(yangsongi cream soup)']
옥수수수프,양식,['(oksusu soup)']
옥수수크림수프,양식,['(oksusu cream soup)']
야채샐러드,양식,['(yachae salad)']
연어샐러드,양식,['(yeoneo salad)']
월도프샐러드,양식,['(Waldorf salad)']
으깬감자샐러드,양식,['(eukkaen gamja salad)']
양송이스파게티,양식,['(yangsongi spaghetti)']
오븐스파게티,양식,['(oven spaghetti)']
오븐파스타,양식,['(oven pasta)']
안심스테이크,양식,['(ansim steak)']
연어스테이크,양식,['(yeoneo steak)']
오븐정통비프스테이크,양식,['(oven jeongtong beef steak)']
오븐함박스테이크,양식,['(oven Hamburg steak)']
이탈리안 스타일의 최상급 한우 안심스테이크,양식,['(Italian style ui choesanggeup Hanu ansim steak)']
야채샌드위치,양식,['(yachae sandwich)']
오가닉샌드위치,양식,['(organic sandwich)']
안심스테이크와 더운야채,양식,['(ansim steak wa deoun yachae)']
아마트리치아나,양식,['(Amatriciana)']
이탈리안돈가스,양식,['(Italian dongaseu)']
이탈리안비프가스,양식,['(Italian beef gaseu)']
연어타파스,양식,['(yeoneo tapas)']
아뮤즈 부쉬,양식,['()']
유나인,양식,['()']
오리가슴살 스테이크,양식,['()']
아스파라거스 구이,양식,['()']
안심 까르파초,양식,['()']
안심 샐러드,양식,['()']
아마트리치아나 스파게티,양식,['(amatriciana spaghetti)']
어린이떡갈비스테이크,양식,['(eorini tteokgalbi steak)']
웰빙 닭가슴살 샐러드,양식,['(well-being dakgaseumsal salad)']
양념콩고기,양식,['(yangnyeom konggogi)']
연샐러드,양식,['(yeon salad)']
전복샐러드,양식,['(jeonbok salad)']
제주돈안심빠테,양식,['(Jeju don ansim pate)']
조개수프,양식,['(jogae soup)']
조개크림수프,양식,['(jogae cream soup)']
진영 단감 샐러드,양식,['(Jinyeong dangam salad)']
치킨렌치피자,양식,['(chicken ranch pizza)']
치킨리조또,양식,['(chicken risotto)']
치킨봉,양식,['(chicken bong)']
치킨스틱,양식,['(chicken stick)']
칠리버거,양식,['(chili burger)']
칠리치킨샐러드,양식,['(chili chicken salad)']
치즈그라탕(토마토소스)),양식,['(cheese  gratin(tomato sauce)']
치즈버거샌드위치,양식,['(cheese burger sandwich)']
치즈볼,양식,['(cheese ball\u3000)']
치즈스틱샐러드,양식,['(cheese stick salad\u3000)']
채끝등심스테이크,양식,['(chaekkeutdeungsim steak\u3000)']
차돌미트리조또,양식,['(chadol meat risotto\u3000)']
차돌박이샐러드박스,양식,['(chadolbaegi salad box)']
치즈핫도그,양식,['(cheese hot dog)']
칠리덕,양식,['(chili dog)']
치즈덕,양식,['(cheese dog)']
칠리치킨파니니,양식,['(chili chicken panini)']
참치크레페,양식,['(chamchi crepe)']
참치알샐러드,양식,['(chamchi al salad)']
천사채샐러드,양식,['(cheonsachae salad)']
치킨볼샐러드,양식,['(chicken ball salad)']
치킨샐러드,양식,['(chicken salad)']
치킨타코샐러드,양식,['(chicken taco salad)']
치즈스파게티,양식,['(cheese spaghetti)']
치즈오븐스파게티,양식,['(cheese oven spaghetti)']
칠리새우스파게티,양식,['(chili saeu spaghetti)']
치즈해물그라탕,양식,['(cheese haemul gratin)']
치킨볼도리아,양식,['(chicken ball doria)']
치킨커리도리아,양식,['(chicken curry doria)']
치즈피자,양식,['(cheese pizza)']
찹스테이크,양식,['(chop steak)']
치즈버거스테이크,양식,['(cheese burger steak)']
치즈햄버거스테이크,양식,['(cheese Hamburg steak)']
치킨스테이크,양식,['(chicken steak)']
치킨데리야끼스테이크,양식,['(chicken teriyaki steak)']
칠리치킨스테이크,양식,['(chili chicken steak)']
치즈햄버거오므라이스,양식,['(cheese hamburger omurice)']
치킨스튜,양식,['(chicken stew)']
치즈버거,양식,['(cheese burger)']
치킨버거,양식,['(chicken burger)']
참치샌드위치,양식,['(chamchi sandwich)']
치킨퀘사디아,양식,['(chicken quesadilla)']
칠면조구이,양식,['(chilmyeonjo gui)']
칠면조야채볶음,양식,['(chilmyeonjo yachae bokkeum)']
치킨텐더,양식,['(chicken tender)']
참치토스트,양식,['(chamchi toast)']
치즈,양식,['(cheese)']
칠리치즈소스 감자튀김,양식,['(chilli cheese gamja twigim)']
치즈버거SET,양식,['(cheeseburger set)']
치즈한우덕,양식,['(cheese Hanu dog)']
치킨버거세트,양식,['(chicken burger set)']
치킨세트,양식,['(chicken set)']
칠리소시지 핫도그,양식,['(chili sausage hot dog)']
칠리한우덕,양식,['(chili Hanu dog)']
칠리핫도그소세지,양식,['(chili hot dog sausage)']
크레마디피칸테,양식,['(crema di piccante)']
크리스피베이크치킨,양식,['(crispy bake chicken)']
크림소스빠네,양식,['(cream sauce pane)']
크림소스치킨스파게티,양식,['(cream sauce chicken spaghetti)']
크림소스파스타,양식,['(cream sauce pasta)']
크림소스해물스파게티,양식,['(cream sauce haemul spaghetti)']
크림스프,양식,['(cream soup)']
크림짬뽕,양식,['(cream jjamppong)']
크림치즈프레즐,양식,['(cream cheese pretzel)']
크림파스타,양식,['(cream pasta)']
케이준버거,양식,['(Cajun burger)']
케이크소시지,양식,['(cake sausage)']
카프레제샐러드,양식,['(Caprese salad)']
켄터키핫도그,양식,['(Kentucky hot dog)']
콘수프,양식,['(corn soup)']
크림브로콜리수프,양식,['(cream broccoli soup)']
크림수프,양식,['(cream soup)']
칼라마리샐러드,양식,['(calamari salad)']
케이준치킨샐러드,양식,['(Cajun chicken salad)']
콘샐러드,양식,['(corn salad)']
콤비네이션샐러드,양식,['(combination salad)']
킹크랩맛살샐러드,양식,['(king crab matsal salad)']
크림소스스파게티,양식,['(cream sauce spaghetti)']
콘그라탕,양식,['(corn gratin)']
키조개그라탕,양식,['(kijogae gratin)']
콘치즈베이컨도리아,양식,['(corn cheese bacon doria)']
콤비네이션피자,양식,['(combination pizza)']
콤피네이션스타일 카프리초사 피자,양식,['(combination style capricciosa pizza)']
콤비네이션(조각)),양식,['(combination (jogak)']
콤비네이션피자(판)),양식,['(combination pizza (pan)']
클럽샌드위치,양식,['(club sandwich)']
크랩와사비샌드위치,양식,['(crab wasabi sandwich)']
코울슬로,양식,['(coleslaw)']
케이준후라이드치킨샐러드,양식,['(Cajun fried chicken salad)']
크로와상샌드위치,양식,['(croissant sandwich)']
케이준샐러드,양식,['(Cajun salad)']
크림오므라이스,양식,['(cream omurice)']
카프레제 샐러드,양식,['()']
"키즈 샘플러(돈가스, 버섯리조또, 감자튀김))",양식,"[""(kids' sampler (dongaseu, beoseot risotto, gamja twigim)""]"
콩스테이크,양식,['(kong steak)']
트리플치즈토마토파스타,양식,['(triple cheese tomato pasta)']
토마토스파게티,양식,['(tomato spaghetti)']
토마토잣소스,양식,['(tomato jat sauce)']
토마토파스타,양식,['(tomato pasta\u3000)']
토마토해산물스파게티,양식,['(tomato haesanmul spaghetti)']
토마토모짜렐라샐러드,양식,['(tomato mozzarella salad)']
토마토소스와해물스파게티,양식,['(tomato sauce wa haemul spaghetti)']
토마토소스치킨스파게티,양식,['(tomato sauce chicken spaghetti)']
토마토소스해물스파게티,양식,['(tomato sauce haemul spaghetti)']
트위스트핫도그,양식,['(twist hot dog)']
토스트,양식,['(toast)']
토마토샐러드,양식,['(tomato salad)']
토마토와 망고샐러드,양식,['(tomato wa mango salad)']
토마토미트스파게티,양식,['(tomato meat spaghetti)']
토마토소스스파게티,양식,['(tomato sauce spaghetti)']
티본스테이크,양식,['(T-bone steak)']
튜나믹스샌드위치,양식,['(tuna mix sandwich)']
토마토소스모짜렐라치즈를얹어구운한우송아지안심구이,양식,['(tomato sauce mozzarella cheese reul eonjeo guun Hanu songaji ansim gui)']
통삼겹 스테이크,양식,['(tong samgyeop steak)']
트원함박스테이크,양식,['(twin Hamburg steak)']
통새우버거,양식,['(tong saeu burger)']
통새우버거SET,양식,['(tong saeu burger set)']
풍기리조또,양식,['(funghi risotto)']
풍기크레마,양식,['(funghi crema)']
풍기피자,양식,['(funghi pizza)']
프랑스식양갈비구이,양식,['(France sik yanggalbi gui)']
프랜치프라이,양식,['(French fry)']
프렛즐,양식,['(pretzel)']
프리마베라,양식,['(primavera)']
플레인베이글,양식,['(plain bagel)']
팬텐더로인스테이크,양식,['(pan tenderloin steak)']
퍼니롤,양식,['(funny roll)']
페스토해산물피자,양식,['(pesto haesanmul pizza)']
페퍼로니피자,양식,['(pepperoni pizza)']
페퍼스테이크,양식,['(pepper steak)']
펜네아라비아따,양식,['(penne arrabiata)']
포크커틀럿,양식,['(pork cutlet)']
포테이토조각피자,양식,['(potato jogak pizza)']
포테이토피자커피세트,양식,['(potato pizza coffee set)']
포테이토피자콜라세트,양식,['(potato pizza cola set)']
폭립돼지등갈비,양식,['(pork rib dwaeji deunggalbi)']
폭찹,양식,['(pork chop)']
플레인핫도그,양식,['(plain hot dog)']
피자핫도그,양식,['(pizza hot dog)']
프렌치칠리덕,양식,['(French chili dog)']
프랑크덕,양식,['(frank dog)']
프렌치불고기덕,양식,['(French bulgogi dog)']
프렌치오리지날덕,양식,['(French original dog)']
포크커틀릿,양식,['(pork cutlet)']
푸실리샐러드,양식,['(fusilli salad)']
파스타,양식,['(pasta)']
피자,양식,['(pizza)']
포테이토피자,양식,['(potato pizza)']
포크립스테이크,양식,['(pork rib steak)']
폭찹스테이크,양식,['(pork chop steak)']
프라이드모차렐라,양식,['(fried mozzarella)']
피클,양식,['(pickle)']
프리미엄햄버거스테이크,양식,['(premium Hamburg steak)']
포르마지오 화덕 피자,양식,['()']
피쉬 스테이크,양식,['()']
페페로니 햄 피자,양식,['(pepperoni ham pizza)']
팩토리 스페셜 피자,양식,['(factory special pizza)']
핑크까르보나라,양식,['(pink carbonara)']
홍게로제파스타,양식,['(hongge rose pasta)']
화덕피자,양식,['(hwadeok pizza)']
해산물리조또,양식,['(haesanmul risotto)']
해산물오일파스타,양식,['(haesanmul oil pasta)']
해산물토마토소스,양식,['(haesanmul tomato sauce)']
해산물파스타,양식,['(haesanmul pasta)']
해산물핫치즈리조또,양식,['(haesanmul hot cheese risotto)']
햄에그샌드위치,양식,['(ham egg sandwich)']
햄치즈토스트,양식,['(ham cheese toast)']
핫스파이스골드윙,양식,['(hot spice gold wing)']
핫칠리모짜렐라버거,양식,['(hot chili mozzarella burger)']
핫칠리버거,양식,['(hot chili burger)']
핫크리스피베이크,양식,['(hot crispy bake)']
한우샐러드,양식,['(Hanwoo salad)']
하와이안피자,양식,['(Hawaiian pizza)']
핫칠리덕,양식,['(hot chili dog)']
햄토스트,양식,['(ham toast)']
햄치즈크레페,양식,['(ham cheese crepe)']
해산물수프,양식,['(haesanmul soup)']
해산물야채수프,양식,['(haesanmul yachae soup)']
호박수프,양식,['(hobak soup)']
호박크림수프,양식,['(hobak cream soup)']
해산물샐러드,양식,['(haesanmul salad)']
훈제닭가슴살 만다린샐러드,양식,['(hunje dak gaseumsal mandarin salad)']
훈제연어샐러드,양식,['(hunje yeoneo salad)']
해산물토마토리조또,양식,['(haesanmul tomato risotto)']
핫(매운)토마토스파게티 tomato spaghetti),양식,['(hot (maeun)']
핫치킨크림스파게티,양식,['(hot chicken cream spaghetti)']
해물스파게티,양식,['(haemul spaghetti)']
해산물크림소스스파게티,양식,['(haesanmul cream sauce spaghetti)']
해산물크림스파게티,양식,['(haesanmul cream spaghetti)']
해산물토마토스파게티,양식,['(haesanmul tomato spaghetti)']
해물피자,양식,['(haemul pizza)']
해산물피자,양식,['(haesanmul pizza)']
함박스테이크,양식,['(Hamburg steak)']
햄버거스테이크,양식,['(Hamburg steak)']
훈제연어스테이크,양식,['(hunje yeoneo steak)']
훈제오리스테이크,양식,['(hunje ori steak)']
함박스테이크정식,양식,['(Hamburg steak jeongsik)']
해물크림오므라이스,양식,['(haemul cream omurice)']
해물스튜,양식,['(haemul stew)']
햄버거,양식,['(hamburger)']
햄치즈버거,양식,['(ham cheeseburger)']
핫도그불갈비버거,양식,['(hot dog bulgalbi burger)']
햄버거샌드위치,양식,['(hamburger sandwich)']
햄치즈샌드위치,양식,['(ham cheese sandwich)']
허니에그샌드위치,양식,['(honey egg sandwich)']
핫도그샌드위치,양식,['(hot dog sandwich)']
핫도그,양식,['(hot dog)']
해시브라운즈감자,양식,['(hash browns gamja)']
한우사또브리앙스테이크,양식,['(Hanu chateaubriand steak)']
한우안심페퍼스테이크,양식,['(Hanu ansim pepper steak)']
해산물크림파스타,양식,['(haesanmul cream pasta)']
해산물토마토파스타,양식,['(haesanmul tomato pasta)']
해초샐러드,양식,['(haecho salad)']
해산물토마토,양식,['(haesanmul tomato)']
홍합&버섯크림,양식,['(honghap & beoseot cream)']
훈제닭가슴살만다린,양식,['(hunje dak gaseumsal mandarin)']
해물꼬제파스타,양식,['(haemul cozze pasta)']
해장파스타,양식,['(haejang pasta)']
홍합 스튜,양식,['()']
화덕 크림 치즈 파스타,양식,['()']
화덕에 구운 바비큐 치킨,양식,['()']
해산물 세비체,양식,['()']
훈제치킨바비큐,양식,['(hunje chicken barbecue)']
횡성한우떡더덕스테이크,양식,['(Hoengseong Hanu tteok deodeok steak)']
핫크리스피버거,양식,['(hot crispy burger)']
햄치즈애그토스트,양식,['(ham cheese egg toast)']
허브후라이드치킨,양식,['(herb fried chicken)']
화이어윙,양식,['(fire wing)']
후라이드 윙,양식,['(fried wing)']
핫윙봉(닭날개와 봉을 튀겨 매콤한 소스에 버무린 간식거리),양식,['(hot wing bong)']
훈제연어크림파스타,양식,['(hunje yeoneo cream pasta)']
훈제치즈피자,양식,['(hunje cheese pizza)']
BB윙스,퓨전 및 기타,['(BB wings)']
(맥)참숯불 Chamsutbul Sigyuk Sikdang),퓨전 및 기타,['((Maek)']
3대째남원추어탕,퓨전 및 기타,['(namwon chueotang)']
정식 jeongsik),퓨전 및 기타,"['(A)', '((A)']"
1인분,퓨전 및 기타,['(il in bun)']
1인세트,퓨전 및 기타,['(il in set)']
인기준 in gijun),퓨전 및 기타,"['(2)', '((i)']"
인이상주문가능 in isang jumun ganeung),퓨전 및 기타,"['(2)', '((i)']"
인분 in bun),퓨전 및 기타,"['(2~3)', '((i sam)']"
인세트 in set),퓨전 및 기타,"['(2~3)', '((i sam)']"
인기준 in gijun),퓨전 및 기타,"['(5~6)', '((o yuk)']"
2인상/3인상/4인상/5인상,퓨전 및 기타,['(2 in sang / 3 in sang / 4 in sang / 5 in sang)']
1EA,퓨전 및 기타,['(hana)']
1kg,퓨전 및 기타,['(il kilogram)']
200g,퓨전 및 기타,['(ibaek gram)']
1벌,퓨전 및 기타,['(han beol)']
1병,퓨전 및 기타,['(han byeong)']
1상,퓨전 및 기타,['(han sang)']
1접시,퓨전 및 기타,['(han jeopsi)']
1줄,퓨전 및 기타,['(han jul)']
1조각,퓨전 및 기타,['(han jogak)']
24절기 음식,퓨전 및 기타,['(24 jeolgi eumsik)']
3인분 in bun),퓨전 및 기타,['(3(sam)']
4인분 in bun),퓨전 및 기타,['(4(sa)']
XO게살볶음밥,퓨전 및 기타,['(XO gesal bokkeumbap)']
갈릭디핑소스,퓨전 및 기타,['(garlic dipping sauce)']
